session_id,participant_uuid,task_number,task_name,assigned_ai_type,assigned_persona,status,duration_minutes,started_at,completed_at
335,participant_056,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,36,2025-09-04T11:18:36.689005,2025-09-04T11:18:36.689005
336,participant_056,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,41,2025-09-04T11:18:36.689005,2025-09-04T11:18:36.689005
337,participant_057,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,36,2025-09-23T11:18:36.689140,2025-09-23T11:18:36.689140
338,participant_057,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,44,2025-09-23T11:18:36.689140,2025-09-23T11:18:36.689140
339,participant_057,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,52,2025-09-23T11:18:36.689140,2025-09-23T11:18:36.689140
340,participant_057,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,48,2025-09-23T11:18:36.689140,2025-09-23T11:18:36.689140
341,participant_057,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,38,2025-09-23T11:18:36.689140,2025-09-23T11:18:36.689140
342,participant_057,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,40,2025-09-23T11:18:36.689140,2025-09-23T11:18:36.689140
343,participant_058,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Deniz - DApp Architect,Completed,54,2025-10-30T11:18:36.689269,2025-10-30T11:18:36.689269
344,participant_058,2,Voting System - Basit oylama mekanizması,Complementary,Deniz - DApp Architect,Completed,42,2025-10-30T11:18:36.689269,2025-10-30T11:18:36.689269
345,participant_058,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Elif - Security Aware,Completed,37,2025-10-30T11:18:36.689269,2025-10-30T11:18:36.689269
346,participant_058,4,NFT Minting - ERC721 benzeri NFT,Similar,Elif - Security Aware,Completed,47,2025-10-30T11:18:36.689269,2025-10-30T11:18:36.689269
347,participant_058,5,Staking Contract - Token stake etme,Similar,Elif - Security Aware,Completed,48,2025-10-30T11:18:36.689269,2025-10-30T11:18:36.689269
348,participant_058,6,Auction System - Açık artırma sistemi,Complementary,Deniz - DApp Architect,Completed,45,2025-10-30T11:18:36.689269,2025-10-30T11:18:36.689269
349,participant_059,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,42,2025-10-26T11:18:36.689391,2025-10-26T11:18:36.689391
350,participant_059,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,50,2025-10-26T11:18:36.689391,2025-10-26T11:18:36.689391
351,participant_059,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,51,2025-10-26T11:18:36.689391,2025-10-26T11:18:36.689391
352,participant_059,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,36,2025-10-26T11:18:36.689391,2025-10-26T11:18:36.689391
353,participant_059,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,41,2025-10-26T11:18:36.689391,2025-10-26T11:18:36.689391
354,participant_059,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,43,2025-10-26T11:18:36.689391,2025-10-26T11:18:36.689391
355,participant_060,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Burak - Blockchain Specialist,Completed,46,2025-09-17T11:18:36.689513,2025-09-17T11:18:36.689513
356,participant_060,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,54,2025-09-17T11:18:36.689513,2025-09-17T11:18:36.689513
357,participant_060,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,39,2025-09-17T11:18:36.689513,2025-09-17T11:18:36.689513
358,participant_060,4,NFT Minting - ERC721 benzeri NFT,Similar,Burak - Blockchain Specialist,Completed,48,2025-09-17T11:18:36.689513,2025-09-17T11:18:36.689513
359,participant_060,5,Staking Contract - Token stake etme,Similar,Burak - Blockchain Specialist,Completed,55,2025-09-17T11:18:36.689513,2025-09-17T11:18:36.689513
360,participant_060,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,41,2025-09-17T11:18:36.689513,2025-09-17T11:18:36.689513
361,participant_061,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,47,2025-09-09T11:18:36.689636,2025-09-09T11:18:36.689636
362,participant_061,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,46,2025-09-09T11:18:36.689636,2025-09-09T11:18:36.689636
363,participant_061,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,35,2025-09-09T11:18:36.689636,2025-09-09T11:18:36.689636
364,participant_061,4,NFT Minting - ERC721 benzeri NFT,Similar,Burak - Blockchain Specialist,Completed,47,2025-09-09T11:18:36.689636,2025-09-09T11:18:36.689636
365,participant_061,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,47,2025-09-09T11:18:36.689636,2025-09-09T11:18:36.689636
366,participant_061,6,Auction System - Açık artırma sistemi,Similar,Burak - Blockchain Specialist,Completed,42,2025-09-09T11:18:36.689636,2025-09-09T11:18:36.689636
367,participant_062,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Burak - Blockchain Specialist,Completed,35,2025-09-04T11:18:36.689758,2025-09-04T11:18:36.689758
368,participant_062,2,Voting System - Basit oylama mekanizması,Similar,Burak - Blockchain Specialist,Completed,41,2025-09-04T11:18:36.689758,2025-09-04T11:18:36.689758
369,participant_062,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,37,2025-09-04T11:18:36.689758,2025-09-04T11:18:36.689758
370,participant_062,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,52,2025-09-04T11:18:36.689758,2025-09-04T11:18:36.689758
371,participant_062,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,44,2025-09-04T11:18:36.689758,2025-09-04T11:18:36.689758
372,participant_062,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,55,2025-09-04T11:18:36.689758,2025-09-04T11:18:36.689758
373,participant_063,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,42,2025-08-31T11:18:36.689877,2025-08-31T11:18:36.689877
374,participant_063,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,52,2025-08-31T11:18:36.689877,2025-08-31T11:18:36.689877
375,participant_063,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,54,2025-08-31T11:18:36.689877,2025-08-31T11:18:36.689877
376,participant_063,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,40,2025-08-31T11:18:36.689877,2025-08-31T11:18:36.689877
377,participant_063,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,51,2025-08-31T11:18:36.689877,2025-08-31T11:18:36.689877
378,participant_063,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,51,2025-08-31T11:18:36.689877,2025-08-31T11:18:36.689877
379,participant_064,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,50,2025-10-03T11:18:36.689997,2025-10-03T11:18:36.689997
380,participant_064,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,36,2025-10-03T11:18:36.689997,2025-10-03T11:18:36.689997
381,participant_064,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,41,2025-10-03T11:18:36.689997,2025-10-03T11:18:36.689997
382,participant_064,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,44,2025-10-03T11:18:36.689997,2025-10-03T11:18:36.689997
383,participant_064,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,41,2025-10-03T11:18:36.689997,2025-10-03T11:18:36.689997
384,participant_064,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,37,2025-10-03T11:18:36.689997,2025-10-03T11:18:36.689997
385,participant_065,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,52,2025-11-07T11:18:36.690121,2025-11-07T11:18:36.690121
386,participant_065,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,41,2025-11-07T11:18:36.690121,2025-11-07T11:18:36.690121
387,participant_065,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,45,2025-11-07T11:18:36.690121,2025-11-07T11:18:36.690121
388,participant_065,4,NFT Minting - ERC721 benzeri NFT,Similar,Burak - Blockchain Specialist,Completed,38,2025-11-07T11:18:36.690121,2025-11-07T11:18:36.690121
389,participant_065,5,Staking Contract - Token stake etme,Similar,Burak - Blockchain Specialist,Completed,37,2025-11-07T11:18:36.690121,2025-11-07T11:18:36.690121
390,participant_065,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,48,2025-11-07T11:18:36.690121,2025-11-07T11:18:36.690121
391,participant_066,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Ali - Facilitator,Completed,53,2025-10-31T11:18:36.690241,2025-10-31T11:18:36.690241
392,participant_066,2,Voting System - Basit oylama mekanizması,Complementary,Mentor Fatma - Supportive,Completed,50,2025-10-31T11:18:36.690241,2025-10-31T11:18:36.690241
393,participant_066,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Mentor Fatma - Supportive,Completed,55,2025-10-31T11:18:36.690241,2025-10-31T11:18:36.690241
394,participant_066,4,NFT Minting - ERC721 benzeri NFT,Similar,Ali - Facilitator,Completed,42,2025-10-31T11:18:36.690241,2025-10-31T11:18:36.690241
395,participant_066,5,Staking Contract - Token stake etme,Complementary,Mentor Fatma - Supportive,Completed,41,2025-10-31T11:18:36.690241,2025-10-31T11:18:36.690241
396,participant_066,6,Auction System - Açık artırma sistemi,Similar,Ali - Facilitator,Completed,54,2025-10-31T11:18:36.690241,2025-10-31T11:18:36.690241
397,participant_067,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,36,2025-09-13T11:18:36.690353,2025-09-13T11:18:36.690353
398,participant_067,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,35,2025-09-13T11:18:36.690353,2025-09-13T11:18:36.690353
399,participant_067,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,55,2025-09-13T11:18:36.690353,2025-09-13T11:18:36.690353
400,participant_067,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,55,2025-09-13T11:18:36.690353,2025-09-13T11:18:36.690353
401,participant_067,5,Staking Contract - Token stake etme,Similar,Deniz - DApp Architect,Completed,52,2025-09-13T11:18:36.690353,2025-09-13T11:18:36.690353
402,participant_067,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,47,2025-09-13T11:18:36.690353,2025-09-13T11:18:36.690353
403,participant_068,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,43,2025-08-23T11:18:36.690461,2025-08-23T11:18:36.690461
404,participant_068,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,49,2025-08-23T11:18:36.690461,2025-08-23T11:18:36.690461
405,participant_068,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Deniz - DApp Architect,Completed,42,2025-08-23T11:18:36.690461,2025-08-23T11:18:36.690461
406,participant_068,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,39,2025-08-23T11:18:36.690461,2025-08-23T11:18:36.690461
407,participant_068,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,43,2025-08-23T11:18:36.690461,2025-08-23T11:18:36.690461
408,participant_068,6,Auction System - Açık artırma sistemi,Similar,Deniz - DApp Architect,Completed,35,2025-08-23T11:18:36.690461,2025-08-23T11:18:36.690461
409,participant_069,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,42,2025-10-29T11:18:36.690566,2025-10-29T11:18:36.690566
410,participant_069,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,48,2025-10-29T11:18:36.690566,2025-10-29T11:18:36.690566
411,participant_069,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,55,2025-10-29T11:18:36.690566,2025-10-29T11:18:36.690566
412,participant_069,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,42,2025-10-29T11:18:36.690566,2025-10-29T11:18:36.690566
413,participant_069,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,50,2025-10-29T11:18:36.690566,2025-10-29T11:18:36.690566
414,participant_069,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,48,2025-10-29T11:18:36.690566,2025-10-29T11:18:36.690566
415,participant_070,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,44,2025-09-18T11:18:36.690672,2025-09-18T11:18:36.690672
416,participant_070,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,52,2025-09-18T11:18:36.690672,2025-09-18T11:18:36.690672
417,participant_070,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,41,2025-09-18T11:18:36.690672,2025-09-18T11:18:36.690672
418,participant_070,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,50,2025-09-18T11:18:36.690672,2025-09-18T11:18:36.690672
419,participant_070,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,45,2025-09-18T11:18:36.690672,2025-09-18T11:18:36.690672
420,participant_070,6,Auction System - Açık artırma sistemi,Similar,Deniz - DApp Architect,Completed,46,2025-09-18T11:18:36.690672,2025-09-18T11:18:36.690672
421,participant_071,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,40,2025-08-18T11:18:36.690779,2025-08-18T11:18:36.690779
422,participant_071,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,54,2025-08-18T11:18:36.690779,2025-08-18T11:18:36.690779
423,participant_071,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,44,2025-08-18T11:18:36.690779,2025-08-18T11:18:36.690779
424,participant_071,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,55,2025-08-18T11:18:36.690779,2025-08-18T11:18:36.690779
425,participant_071,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,45,2025-08-18T11:18:36.690779,2025-08-18T11:18:36.690779
426,participant_071,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,41,2025-08-18T11:18:36.690779,2025-08-18T11:18:36.690779
427,participant_072,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Burak - Blockchain Specialist,Completed,42,2025-08-26T11:18:36.690885,2025-08-26T11:18:36.690885
428,participant_072,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,47,2025-08-26T11:18:36.690885,2025-08-26T11:18:36.690885
429,participant_072,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,40,2025-08-26T11:18:36.690885,2025-08-26T11:18:36.690885
430,participant_072,4,NFT Minting - ERC721 benzeri NFT,Similar,Burak - Blockchain Specialist,Completed,46,2025-08-26T11:18:36.690885,2025-08-26T11:18:36.690885
431,participant_072,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,41,2025-08-26T11:18:36.690885,2025-08-26T11:18:36.690885
432,participant_072,6,Auction System - Açık artırma sistemi,Similar,Burak - Blockchain Specialist,Completed,43,2025-08-26T11:18:36.690885,2025-08-26T11:18:36.690885
433,participant_073,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,55,2025-10-11T11:18:36.690993,2025-10-11T11:18:36.690993
434,participant_073,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,42,2025-10-11T11:18:36.690993,2025-10-11T11:18:36.690993
435,participant_073,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,38,2025-10-11T11:18:36.690993,2025-10-11T11:18:36.690993
436,participant_073,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,35,2025-10-11T11:18:36.690993,2025-10-11T11:18:36.690993
437,participant_073,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,49,2025-10-11T11:18:36.690993,2025-10-11T11:18:36.690993
438,participant_073,6,Auction System - Açık artırma sistemi,Similar,Deniz - DApp Architect,Completed,44,2025-10-11T11:18:36.690993,2025-10-11T11:18:36.690993
439,participant_074,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,43,2025-10-27T11:18:36.691099,2025-10-27T11:18:36.691099
440,participant_074,2,Voting System - Basit oylama mekanizması,Similar,Burak - Blockchain Specialist,Completed,46,2025-10-27T11:18:36.691099,2025-10-27T11:18:36.691099
441,participant_074,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,47,2025-10-27T11:18:36.691099,2025-10-27T11:18:36.691099
442,participant_074,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,50,2025-10-27T11:18:36.691099,2025-10-27T11:18:36.691099
443,participant_074,5,Staking Contract - Token stake etme,Similar,Burak - Blockchain Specialist,Completed,40,2025-10-27T11:18:36.691099,2025-10-27T11:18:36.691099
444,participant_074,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,55,2025-10-27T11:18:36.691099,2025-10-27T11:18:36.691099
445,participant_075,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,42,2025-09-02T11:18:36.691210,2025-09-02T11:18:36.691210
446,participant_075,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,53,2025-09-02T11:18:36.691210,2025-09-02T11:18:36.691210
447,participant_075,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,46,2025-09-02T11:18:36.691210,2025-09-02T11:18:36.691210
448,participant_075,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,48,2025-09-02T11:18:36.691210,2025-09-02T11:18:36.691210
449,participant_075,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,42,2025-09-02T11:18:36.691210,2025-09-02T11:18:36.691210
450,participant_075,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,35,2025-09-02T11:18:36.691210,2025-09-02T11:18:36.691210
451,participant_076,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Öğretmen Zeynep - Practical,Completed,46,2025-10-07T11:18:36.691317,2025-10-07T11:18:36.691317
452,participant_076,2,Voting System - Basit oylama mekanizması,Complementary,Mentor Fatma - Supportive,Completed,54,2025-10-07T11:18:36.691317,2025-10-07T11:18:36.691317
453,participant_076,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Mentor Fatma - Supportive,Completed,39,2025-10-07T11:18:36.691317,2025-10-07T11:18:36.691317
454,participant_076,4,NFT Minting - ERC721 benzeri NFT,Similar,Öğretmen Zeynep - Practical,Completed,36,2025-10-07T11:18:36.691317,2025-10-07T11:18:36.691317
455,participant_076,5,Staking Contract - Token stake etme,Complementary,Mentor Fatma - Supportive,Completed,45,2025-10-07T11:18:36.691317,2025-10-07T11:18:36.691317
456,participant_076,6,Auction System - Açık artırma sistemi,Similar,Öğretmen Zeynep - Practical,Completed,41,2025-10-07T11:18:36.691317,2025-10-07T11:18:36.691317
457,participant_077,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,42,2025-08-24T11:18:36.691422,2025-08-24T11:18:36.691422
458,participant_077,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,48,2025-08-24T11:18:36.691422,2025-08-24T11:18:36.691422
459,participant_077,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,48,2025-08-24T11:18:36.691422,2025-08-24T11:18:36.691422
460,participant_077,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,49,2025-08-24T11:18:36.691422,2025-08-24T11:18:36.691422
461,participant_077,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,55,2025-08-24T11:18:36.691422,2025-08-24T11:18:36.691422
462,participant_077,6,Auction System - Açık artırma sistemi,Similar,Deniz - DApp Architect,Completed,40,2025-08-24T11:18:36.691422,2025-08-24T11:18:36.691422
463,participant_078,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,43,2025-09-03T11:18:36.691534,2025-09-03T11:18:36.691534
464,participant_078,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,54,2025-09-03T11:18:36.691534,2025-09-03T11:18:36.691534
465,participant_078,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Deniz - DApp Architect,Completed,48,2025-09-03T11:18:36.691534,2025-09-03T11:18:36.691534
466,participant_078,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,47,2025-09-03T11:18:36.691534,2025-09-03T11:18:36.691534
467,participant_078,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,53,2025-09-03T11:18:36.691534,2025-09-03T11:18:36.691534
468,participant_078,6,Auction System - Açık artırma sistemi,Similar,Deniz - DApp Architect,Completed,43,2025-09-03T11:18:36.691534,2025-09-03T11:18:36.691534
469,participant_079,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,38,2025-10-20T11:18:36.691639,2025-10-20T11:18:36.691639
470,participant_079,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,54,2025-10-20T11:18:36.691639,2025-10-20T11:18:36.691639
471,participant_079,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,43,2025-10-20T11:18:36.691639,2025-10-20T11:18:36.691639
472,participant_079,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,35,2025-10-20T11:18:36.691639,2025-10-20T11:18:36.691639
473,participant_079,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,47,2025-10-20T11:18:36.691639,2025-10-20T11:18:36.691639
474,participant_079,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,46,2025-10-20T11:18:36.691639,2025-10-20T11:18:36.691639
475,participant_080,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Mentor Fatma - Supportive,Completed,35,2025-09-03T11:18:36.691748,2025-09-03T11:18:36.691748
476,participant_080,2,Voting System - Basit oylama mekanizması,Similar,Ali - Facilitator,Completed,49,2025-09-03T11:18:36.691748,2025-09-03T11:18:36.691748
477,participant_080,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Mentor Fatma - Supportive,Completed,46,2025-09-03T11:18:36.691748,2025-09-03T11:18:36.691748
478,participant_080,4,NFT Minting - ERC721 benzeri NFT,Complementary,Mentor Fatma - Supportive,Completed,50,2025-09-03T11:18:36.691748,2025-09-03T11:18:36.691748
479,participant_080,5,Staking Contract - Token stake etme,Similar,Ali - Facilitator,Completed,47,2025-09-03T11:18:36.691748,2025-09-03T11:18:36.691748
480,participant_080,6,Auction System - Açık artırma sistemi,Similar,Ali - Facilitator,Completed,45,2025-09-03T11:18:36.691748,2025-09-03T11:18:36.691748
481,participant_081,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,48,2025-08-18T11:18:36.691872,2025-08-18T11:18:36.691872
482,participant_081,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,38,2025-08-18T11:18:36.691872,2025-08-18T11:18:36.691872
483,participant_081,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,36,2025-08-18T11:18:36.691872,2025-08-18T11:18:36.691872
484,participant_081,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,35,2025-08-18T11:18:36.691872,2025-08-18T11:18:36.691872
485,participant_081,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,45,2025-08-18T11:18:36.691872,2025-08-18T11:18:36.691872
486,participant_081,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,35,2025-08-18T11:18:36.691872,2025-08-18T11:18:36.691872
487,participant_082,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,54,2025-10-20T11:18:36.691997,2025-10-20T11:18:36.691997
488,participant_082,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,50,2025-10-20T11:18:36.691997,2025-10-20T11:18:36.691997
489,participant_082,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,52,2025-10-20T11:18:36.691997,2025-10-20T11:18:36.691997
490,participant_082,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,36,2025-10-20T11:18:36.691997,2025-10-20T11:18:36.691997
491,participant_082,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,43,2025-10-20T11:18:36.691997,2025-10-20T11:18:36.691997
492,participant_082,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,53,2025-10-20T11:18:36.691997,2025-10-20T11:18:36.691997
493,participant_083,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,35,2025-10-17T11:18:36.692118,2025-10-17T11:18:36.692118
494,participant_083,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,51,2025-10-17T11:18:36.692118,2025-10-17T11:18:36.692118
495,participant_083,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,55,2025-10-17T11:18:36.692118,2025-10-17T11:18:36.692118
496,participant_083,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,52,2025-10-17T11:18:36.692118,2025-10-17T11:18:36.692118
497,participant_083,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,47,2025-10-17T11:18:36.692118,2025-10-17T11:18:36.692118
498,participant_083,6,Auction System - Açık artırma sistemi,Similar,Deniz - DApp Architect,Completed,53,2025-10-17T11:18:36.692118,2025-10-17T11:18:36.692118
499,participant_084,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,49,2025-10-24T11:18:36.692241,2025-10-24T11:18:36.692241
500,participant_084,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,36,2025-10-24T11:18:36.692241,2025-10-24T11:18:36.692241
