code_understandability,explanation_quality,educational_value,perceived_code_quality,perceived_security,best_aspect,improvement_needed,session_id
6,6,6,6,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,720
7,9,7,7,8,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,721
9,9,9,9,9,Açıklamalar çok netti,,722
9,10,10,10,10,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,723
9,9,10,10,10,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,724
9,10,9,10,10,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,725
10,8,10,8,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,726
6,6,8,8,7,Örnekler gerçekçiydi,Daha fazla örnek olabilir,727
7,9,8,9,7,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,728
7,7,6,8,6,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,729
7,8,8,9,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,730
7,8,7,6,6,Adım adım öğretiyordu,Daha fazla örnek olabilir,731
7,7,6,8,6,Güvenlik konusunda bilinçliydi,,732
8,9,8,8,8,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,733
9,8,7,7,7,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,734
8,8,7,9,7,Açıklamalar çok netti,Görsel diyagramlar olabilir,735
7,7,6,8,6,Örnekler gerçekçiydi,Daha fazla örnek olabilir,736
9,8,10,9,10,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,737
9,9,10,8,10,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,738
10,9,10,10,10,Örnekler gerçekçiydi,,739
9,8,10,8,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,740
8,8,10,10,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,741
7,9,9,7,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,742
10,9,10,10,8,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,743
7,7,9,9,7,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,744
7,7,8,9,9,Açıklamalar çok netti,Daha fazla örnek olabilir,745
9,8,8,8,8,Açıklamalar çok netti,,746
8,8,10,10,9,Adım adım öğretiyordu,Daha fazla örnek olabilir,747
7,8,6,6,8,Güvenlik konusunda bilinçliydi,,748
10,8,10,8,10,Örnekler gerçekçiydi,Daha fazla örnek olabilir,749
8,6,7,8,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,750
9,10,9,10,9,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,751
9,10,9,10,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,752
8,8,7,8,8,Açıklamalar çok netti,,753
8,8,7,7,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,754
10,9,10,10,10,Açıklamalar çok netti,Daha fazla örnek olabilir,755
9,9,8,8,10,Açıklamalar çok netti,Daha detaylı güvenlik analizi,756
7,6,8,6,6,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,757
6,8,8,6,8,Açıklamalar çok netti,,758
8,8,7,8,7,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,759
9,7,8,8,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,760
7,8,6,6,7,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,761
7,8,6,7,8,Güvenlik konusunda bilinçliydi,,762
7,8,10,7,7,Açıklamalar çok netti,Daha fazla örnek olabilir,763
9,8,7,8,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,764
8,7,10,7,8,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,765
7,7,9,7,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,766
9,9,8,8,10,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,767
8,8,9,9,8,Açıklamalar çok netti,,768
9,9,8,9,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,769
8,8,9,10,9,Adım adım öğretiyordu,Daha fazla örnek olabilir,770
9,9,9,10,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,771
8,10,8,9,10,Örnekler gerçekçiydi,Daha fazla örnek olabilir,772
8,8,9,10,9,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,773
8,10,9,9,9,Açıklamalar çok netti,,774
7,9,7,9,8,Güvenlik konusunda bilinçliydi,,775
7,9,10,7,7,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,776
9,9,7,8,7,Örnekler gerçekçiydi,,777
10,8,8,10,8,Açıklamalar çok netti,Daha fazla örnek olabilir,778
7,9,9,8,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,779
9,9,9,9,7,Adım adım öğretiyordu,,780
10,10,10,10,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,781
10,10,10,9,10,Açıklamalar çok netti,Daha fazla örnek olabilir,782
9,10,10,8,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,783
9,10,9,10,10,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,784
8,10,9,9,9,Adım adım öğretiyordu,,785
9,9,9,8,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,786
7,8,9,7,6,Açıklamalar çok netti,Daha fazla örnek olabilir,787
8,7,10,9,8,Adım adım öğretiyordu,Görsel diyagramlar olabilir,788
8,7,7,7,9,Adım adım öğretiyordu,Görsel diyagramlar olabilir,789
6,7,8,6,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,790
9,8,7,9,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,791
7,8,7,7,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,792
10,8,8,8,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,793
8,8,9,7,9,Açıklamalar çok netti,,794
6,7,9,6,6,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,795
8,8,8,9,7,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,796
10,10,8,10,10,Açıklamalar çok netti,Görsel diyagramlar olabilir,797
7,7,10,7,7,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,798
7,9,7,7,7,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,799
9,10,9,10,10,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,800
9,9,9,9,9,Adım adım öğretiyordu,,801
9,9,8,8,8,Açıklamalar çok netti,Görsel diyagramlar olabilir,802
10,10,9,10,10,Örnekler gerçekçiydi,,803
9,7,7,8,7,Adım adım öğretiyordu,Daha fazla örnek olabilir,804
10,8,8,9,9,Adım adım öğretiyordu,,805
10,9,8,10,8,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,806
8,7,9,7,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,807
9,8,8,8,8,Adım adım öğretiyordu,Daha fazla örnek olabilir,808
7,8,7,7,8,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,809
7,9,7,9,8,Güvenlik konusunda bilinçliydi,,810
10,9,8,10,9,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,811
10,10,10,10,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,812
10,9,9,8,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,813
8,9,9,8,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,814
9,10,9,10,9,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,815
9,10,8,10,9,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,816
7,8,8,8,7,Örnekler gerçekçiydi,,817
9,8,8,10,10,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,818
10,9,9,9,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,819
7,8,9,9,9,Güvenlik konusunda bilinçliydi,,820
10,10,8,8,9,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,821
10,9,8,8,10,Örnekler gerçekçiydi,Daha fazla örnek olabilir,822
8,8,8,8,7,Adım adım öğretiyordu,,823
10,8,8,9,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,824
10,9,9,10,9,Kod kalitesi iyiydi,,825
8,9,9,9,8,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,826
10,9,9,10,9,Adım adım öğretiyordu,,827
9,10,9,10,9,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,828
10,10,8,9,10,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,829
8,8,9,9,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,830
7,8,8,8,9,Örnekler gerçekçiydi,,831
9,9,8,8,10,Açıklamalar çok netti,Daha fazla örnek olabilir,832
8,6,9,6,6,Açıklamalar çok netti,Görsel diyagramlar olabilir,833
8,7,10,8,9,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,834
8,10,10,9,10,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,835
9,9,10,8,8,Açıklamalar çok netti,Görsel diyagramlar olabilir,836
10,10,8,9,9,Kod kalitesi iyiydi,,837
10,8,10,9,10,Güvenlik konusunda bilinçliydi,,838
7,8,7,7,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,839
7,9,9,7,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,840
9,8,9,7,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,841
7,9,8,8,9,Örnekler gerçekçiydi,,842
8,8,9,8,8,Açıklamalar çok netti,Daha fazla örnek olabilir,843
6,8,7,6,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,844
8,8,7,9,9,Açıklamalar çok netti,Daha fazla örnek olabilir,845
8,6,8,7,8,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,846
8,8,9,9,8,Kod kalitesi iyiydi,,847
8,9,7,8,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,848
8,8,8,9,9,Örnekler gerçekçiydi,,849
8,8,10,9,9,Açıklamalar çok netti,Daha fazla örnek olabilir,850
6,7,9,6,6,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,851
10,9,8,8,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,852
10,9,10,10,10,Örnekler gerçekçiydi,Daha fazla örnek olabilir,853
10,10,8,9,9,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,854
9,8,8,8,9,Örnekler gerçekçiydi,,855
8,8,8,9,9,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,856
9,7,8,9,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,857
9,10,10,10,9,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,858
7,7,7,9,7,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,859
7,8,7,7,8,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,860
6,7,8,8,6,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,861
9,9,10,10,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,862
8,7,8,7,7,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,863
7,8,8,7,6,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,864
7,8,9,9,8,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,865
8,7,7,8,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,866
10,10,10,10,9,Güvenlik konusunda bilinçliydi,,867
8,7,7,7,7,Adım adım öğretiyordu,Daha fazla örnek olabilir,868
8,8,6,6,8,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,869
9,9,9,8,9,Kod kalitesi iyiydi,,870
10,9,9,10,8,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,871
9,8,10,9,9,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,872
8,8,8,10,8,Kod kalitesi iyiydi,,873
8,8,8,10,10,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,874
7,9,7,7,7,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,875
8,7,9,9,7,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,876
8,8,9,9,10,Örnekler gerçekçiydi,Daha fazla örnek olabilir,877
9,9,10,8,9,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,878
9,7,7,9,9,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,879
8,7,8,7,7,Adım adım öğretiyordu,,880
8,10,8,10,9,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,881
9,8,10,8,7,Açıklamalar çok netti,,882
8,9,7,8,9,Adım adım öğretiyordu,Görsel diyagramlar olabilir,883
6,8,8,8,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,884
7,8,8,7,6,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,885
7,8,9,6,6,Açıklamalar çok netti,Görsel diyagramlar olabilir,886
9,10,8,10,8,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,887
10,10,8,10,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,888
8,8,9,8,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,889
7,8,8,7,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,890
7,8,7,6,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,891
9,7,9,7,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,892
9,9,8,9,8,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,893
6,6,7,8,8,Açıklamalar çok netti,Görsel diyagramlar olabilir,894
10,9,8,10,8,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,895
8,10,9,8,10,Açıklamalar çok netti,Görsel diyagramlar olabilir,896
9,9,10,8,7,Açıklamalar çok netti,Görsel diyagramlar olabilir,897
9,9,8,8,7,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,898
9,8,9,9,9,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,899
7,7,9,8,8,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,900
